TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,12123,Kenny,Adeleke,Kenny Adeleke,PF-C,28.5,30.5,11.57,,3.47,26
,200772,Maurice,Ager,Maurice Ager,SG-PG,29.5,35.0,11.73,,3.22,11
,200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,26.5,34.0,12.02,,3.43,8
,201165,Morris,Almond,Morris Almond,SG-SF,31.0,35.5,11.45,,3.19,13
,200811,Lou,Amundson,Lou Amundson,PF,32.0,35.5,10.58,,3.2,14
,202151,Rashad,Anderson,Rashad Anderson,SG,27.5,32.5,11.77,,3.48,13
,200756,Hilton,Armstrong,Hilton Armstrong,C-PF,28.5,31.5,12.28,,3.53,13
,200788,James,Augustine,James Augustine,PF,30.0,32.5,10.54,,3.25,13
,200764,Renaldo,Balkman,Renaldo Balkman,SF-PF,30.5,35.0,11.58,,3.22,9
,12124,J.P.,Batista,J.P. Batista,PF,26.0,30.5,11.62,,3.38,26
,200807,Will,Blalock,Will Blalock,PG,35.0,40.0,11.08,,3.18,8
,200847,Brandon,Bowman,Brandon Bowman,SF,31.0,34.0,11.41,,3.31,24
,200758,Ronnie,Brewer,Ronnie Brewer,SG-PG,35.0,41.0,11.32,,3.14,19
,200787,Denham,Brown,Denham Brown,SG-SF,28.0,34.5,11.42,,3.25,12
,12125,Brad,Buckman,Brad Buckman,PF,25.5,30.5,12.26,,3.54,10
,12126,Nik,Caner-Medley,Nik Caner-Medley,SF,28.5,35.5,10.57,,3.21,17
,200760,Rodney,Carney,Rodney Carney,SG-SF,32.0,38.5,10.57,,3.06,10
,12127,Keydren,Clark,Keydren Clark,PG,31.0,34.0,11.03,,3.11,13
,200776,Mardy,Collins,Mardy Collins,PG-SG,31.5,37.5,12.0,,3.27,9
,12128,Taquan,Dean,Taquan Dean,SG-PG,30.5,34.5,10.53,,3.2,16
,12129,Terence,Dials,Terence Dials,PF-C,26.5,30.0,11.54,,3.5,16
,12130,Sean,Dockery,Sean Dockery,PG-SG,29.0,33.0,10.88,,3.34,4
,200770,Jordan,Farmar,Jordan Farmar,PG,33.5,42.0,11.07,,3.17,11
,200751,Randy,Foye,Randy Foye,SG-PG,32.0,38.0,10.53,,3.23,14
,12185,Torin,Francis,Torin Francis,PF-C,26.5,32.0,11.97,,3.51,9
,200752,Rudy,Gay,Rudy Gay,SF-PF,33.0,40.5,11.03,,3.32,9
,12186,Nick,George,Nick George,SF-SG,30.5,38.0,11.69,,3.25,14
,12187,Taj,Gray,Taj Gray,PF-SF,28.5,33.0,11.02,,3.45,10
,12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,28.0,33.5,11.3,,3.46,16
