Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
36,36,DET,Terrico White,University of Mississippi,,,,,,,,,,,,,,,,,
37,37,MIL,Darington Hobson,University of New Mexico,1,5,39,4,3,6,.154,.000,,7.8,0.8,0.6,1.2,-0.2,-.225,-14.1,-0.1
38,38,NYK,Andy Rautins,Syracuse University,1,5,24,8,1,3,.429,.250,.500,4.8,1.6,0.2,0.6,-0.2,-.314,-16.0,-0.1
39,39,NYK,Landry Fields,Stanford University,5,255,6010,1731,1092,419,.473,.332,.666,23.6,6.8,4.3,1.6,10.5,.084,-0.1,2.8
40,40,IND,Lance Stephenson,University of Cincinnati,6,340,8532,2984,1433,1022,.451,.308,.691,25.1,8.8,4.2,3.0,13.7,.077,-0.2,3.9
41,41,MIA,Jarvis Varnado,Mississippi State University,2,37,397,107,72,16,.582,,.518,10.7,2.9,1.9,0.4,0.7,.089,-1.9,0.0
42,42,MIA,Da'Sean Butler,West Virginia University,,,,,,,,,,,,,,,,,
43,43,LAL,Devin Ebanks,West Virginia University,3,63,711,224,122,24,.385,.222,.722,11.3,3.6,1.9,0.4,0.5,.035,-4.7,-0.5
44,44,MIL,Jerome Jordan,University of Tulsa,2,65,491,180,132,17,.528,,.852,7.6,2.8,2.0,0.3,1.7,.168,0.0,0.2
45,45,MIN,Paulao Prestes,,,,,,,,,,,,,,,,,,
46,46,PHO,Gani Lawal,Georgia Institute of Technology,1,1,2,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,-.009,-4.9,0.0
47,47,MIL,Tiny Gallon,University of Oklahoma,,,,,,,,,,,,,,,,,
48,48,MIA,Latavious Williams,,,,,,,,,,,,,,,,,,
49,49,SAS,Ryan Richards,,,,,,,,,,,,,,,,,,
50,50,DAL,Solomon Alabi,Florida State University,2,26,181,39,61,5,.314,,.700,7.0,1.5,2.3,0.2,0.0,.010,-5.4,-0.2
51,51,OKC,Magnum Rolle,Louisiana Tech University,,,,,,,,,,,,,,,,,
52,52,BOS,Luke Harangody,University of Notre Dame,2,70,871,253,196,36,.376,.241,.737,12.4,3.6,2.8,0.5,0.9,.048,-3.3,-0.3
53,53,ATL,Pape Sy,,1,3,21,7,3,2,.333,.000,1.000,7.0,2.3,1.0,0.7,0.0,-.047,-6.0,0.0
54,54,LAC,Willie Warren,University of Oklahoma,1,19,134,37,12,27,.371,.333,.750,7.1,1.9,0.6,1.4,0.2,.065,-4.5,-0.1
55,55,UTA,Jeremy Evans,Western Kentucky University,6,249,2621,877,640,107,.568,.231,.687,10.5,3.5,2.6,0.4,8.2,.150,1.1,2.0
56,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,.467,,.462,4.8,0.6,0.8,0.1,0.0,.013,-4.9,-0.1
57,57,IND,Ryan Reid,Florida State University,1,5,17,8,2,0,.800,,,3.4,1.6,0.4,0.0,0.1,.142,-5.5,0.0
58,58,LAL,Derrick Caracter,University of Texas at El Paso,1,41,215,81,43,7,.485,,.739,5.2,2.0,1.0,0.2,0.3,.057,-4.9,-0.2
59,59,ORL,Stanley Robinson,University of Connecticut,,,,,,,,,,,,,,,,,
60,60,PHO,Dwayne Collins,University of Miami,,,,,,,,,,,,,,,,,
