Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
15,15,NJN,Antoine Wright,Texas A&amp;M University,6,297,5714,1614,681,295,.412,.304,.674,19.2,5.4,2.3,1.0,3.1,.026,-3.1,-1.5
16,16,TOR,Joey Graham,Oklahoma State University,6,377,6117,2239,1058,207,.483,.300,.815,16.2,5.9,2.8,0.5,7.8,.061,-3.8,-2.8
17,17,IND,Danny Granger,University of New Mexico,10,586,18487,9855,2888,1097,.434,.380,.848,31.5,16.8,4.9,1.9,48.5,.126,1.5,16.1
18,18,BOS,Gerald Green,,9,497,10086,4978,1240,498,.421,.361,.815,20.3,10.0,2.5,1.0,13.9,.066,-2.3,-0.7
19,19,MEM,Hakim Warrick,Syracuse University,8,526,10624,4947,2117,400,.490,.191,.726,20.2,9.4,4.0,0.8,20.4,.092,-3.1,-2.9
20,20,DEN,Julius Hodge,North Carolina State University,2,23,98,28,15,18,.440,,.500,4.3,1.2,0.7,0.8,0.0,.003,-4.5,-0.1
21,21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,.423,.360,.796,22.5,11.0,2.3,3.0,27.8,.096,0.2,7.8
22,22,DEN,Jarrett Jack,Georgia Institute of Technology,11,803,22559,8877,2296,3599,.440,.346,.856,28.1,11.1,2.9,4.5,35.6,.076,-1.0,5.7
23,23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,.427,.357,.799,21.6,7.9,2.6,1.4,18.2,.074,-0.3,4.9
24,24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,.423,.388,.773,22.4,8.2,2.4,2.1,14.7,.090,-0.4,3.2
25,25,SEA,Johan Petro,,8,473,7262,2202,1836,227,.462,.154,.678,15.4,4.7,3.9,0.5,5.5,.037,-4.2,-4.0
26,26,DET,Jason Maxiell,University of Cincinnati,10,618,11379,3481,2576,266,.495,.000,.564,18.4,5.6,4.2,0.4,20.3,.086,-2.0,0.1
27,27,POR,Linas Kleiza,University of Missouri,7,409,8185,3561,1470,321,.435,.335,.763,20.0,8.7,3.6,0.8,13.6,.080,-2.4,-0.9
28,28,SAS,Ian Mahinmi,,8,438,7347,2248,1897,211,.536,.000,.597,16.8,5.1,4.3,0.5,20.0,.131,-0.3,3.1
29,29,MIA,Wayne Simien,University of Kansas,2,51,507,169,99,11,.469,,.854,9.9,3.3,1.9,0.2,0.9,.083,-4.8,-0.4
30,30,NYK,David Lee,University of Florida,11,750,22816,10656,6879,1701,.533,.034,.774,30.4,14.2,9.2,2.3,70.3,.148,1.5,20.3
31,31,ATL,Salim Stoudamire,University of Arizona,3,157,2672,1260,214,164,.407,.366,.882,17.0,8.0,1.4,1.0,2.2,.040,-5.1,-2.1
32,32,LAC,Daniel Ewing,Duke University,2,127,1683,431,158,174,.389,.295,.780,13.3,3.4,1.2,1.4,0.8,.024,-3.7,-0.7
33,33,NOH,Brandon Bass,Louisiana State University,11,706,15833,6283,3319,587,.496,.200,.829,22.4,8.9,4.7,0.8,40.6,.123,-1.1,3.5
34,34,UTA,C.J. Miles,,11,639,13152,6191,1523,763,.416,.352,.799,20.6,9.7,2.4,1.2,22.4,.082,-1.0,3.4
35,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
36,36,MIL,Ersan Ilyasova,,8,527,12721,5611,3142,572,.444,.370,.768,24.1,10.6,6.0,1.1,33.7,.127,0.0,6.3
37,37,LAL,Ronny Turiaf,Gonzaga University,10,473,8020,2209,1757,618,.533,.000,.636,17.0,4.7,3.7,1.3,19.2,.115,1.0,6.0
38,38,ORL,Travis Diener,Marquette University,5,179,2660,854,243,432,.388,.353,.847,14.9,4.8,1.4,2.4,5.6,.102,-1.8,0.1
39,39,LAL,Von Wafer,Florida State University,6,200,2475,1054,234,146,.420,.325,.751,12.4,5.3,1.2,0.7,3.3,.064,-3.2,-0.7
40,40,GSW,Monta Ellis,,11,759,27013,14228,2670,3620,.451,.313,.774,35.6,18.7,3.5,4.8,40.9,.073,-0.2,12.5
41,41,TOR,Roko Ukic,,2,85,987,341,78,165,.387,.189,.746,11.6,4.0,0.9,1.9,-0.2,-.007,-5.4,-0.8
42,42,GSW,Chris Taft,University of Pittsburgh,1,17,144,47,36,2,.605,,.167,8.5,2.8,2.1,0.1,0.5,.155,-1.3,0.0
43,43,NJN,Mile Ilic,,1,5,6,0,1,0,.000,,,1.2,0.0,0.2,0.0,-0.2,-1.264,-53.6,-0.1
44,44,ORL,Martynas Andriuskevicius,,1,6,9,0,4,0,.000,,,1.5,0.0,0.7,0.0,0.0,.155,0.1,0.0
45,45,PHI,Louis Williams,,11,701,16442,8604,1436,2036,.416,.342,.818,23.5,12.3,2.0,2.9,41.5,.121,0.0,8.3
46,46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,,,
47,47,MIN,Bracey Wright,Indiana University,2,26,325,129,39,20,.405,.324,.794,12.5,5.0,1.5,0.8,0.5,.068,-3.7,-0.1
48,48,SEA,Mickael Gelabale,,3,145,2348,670,330,115,.470,.316,.815,16.2,4.6,2.3,0.8,3.0,.062,-1.9,0.0
49,49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,.467,.237,.725,22.1,10.1,5.4,1.4,19.2,.074,-0.3,5.4
50,50,BOS,Ryan Gomes,Providence College,8,487,13463,4926,2239,712,.445,.349,.799,27.6,10.1,4.6,1.5,19.4,.069,-1.3,2.3
51,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,.404,,.500,9.2,2.1,1.9,0.7,0.0,.004,-3.5,-0.1
52,52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,
53,53,BOS,Orien Greene,University of Louisiana at Lafayette,4,131,1555,326,195,155,.387,.212,.642,11.9,2.5,1.5,1.2,-0.7,-.022,-3.8,-0.7
54,54,NYK,Dijon Thompson,University of California Los Angeles,2,16,93,45,19,3,.425,.308,.875,5.8,2.8,1.2,0.2,0.2,.102,-4.3,-0.1
55,55,SEA,Lawrence Roberts,Mississippi State University,2,87,1150,334,310,35,.452,.000,.688,13.2,3.8,3.6,0.4,2.5,.106,-1.4,0.2
56,56,DET,Amir Johnson,,11,665,15015,5039,3849,755,.574,.315,.674,22.6,7.6,5.8,1.1,45.1,.144,2.6,17.4
57,57,PHO,Marcin Gortat,,9,595,15309,6145,4674,578,.552,.167,.682,25.7,10.3,7.9,1.0,48.2,.151,0.9,11.3
58,58,TOR,Uros Slokar,,1,20,72,38,14,1,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,.042,-7.0,-0.1
59,59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,
60,60,DET,Alex Acker,Pepperdine University,2,30,234,81,29,16,.370,.320,.500,7.8,2.7,1.0,0.5,-0.2,-.043,-6.9,-0.3
