Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
23,23,NJN,Josh Boone,University of Connecticut,4,256,4482,1340,1258,125,.544,,.445,17.5,5.2,4.9,0.5,9.1,.097,-1.9,0.1
24,24,MEM,Kyle Lowry,Villanova University,10,653,19814,8818,2622,3706,.419,.356,.796,30.3,13.5,4.0,5.7,59.8,.145,3.3,26.6
25,25,CLE,Shannon Brown,Michigan State University,9,408,7329,3118,760,458,.420,.332,.807,18.0,7.6,1.9,1.1,9.2,.060,-2.3,-0.6
26,26,LAL,Jordan Farmar,University of California Los Angeles,9,502,9805,3876,955,1444,.423,.374,.739,19.5,7.7,1.9,2.9,13.8,.068,-1.3,1.6
27,27,PHO,Sergio Rodriguez,,4,285,3763,1217,368,839,.418,.316,.748,13.2,4.3,1.3,2.9,3.6,.046,-2.9,-0.9
28,28,DAL,Maurice Ager,Michigan State University,4,82,505,169,46,19,.339,.250,.566,6.2,2.1,0.6,0.2,-0.9,-.089,-10.4,-1.1
29,29,NYK,Mardy Collins,Temple University,4,189,2771,742,336,327,.380,.299,.599,14.7,3.9,1.8,1.7,-1.6,-.027,-4.9,-2.0
30,30,POR,Joel Freeland,,3,151,1821,477,518,65,.459,.000,.728,12.1,3.2,3.4,0.4,3.2,.084,-2.5,-0.2
31,31,POR,James White,University of Cincinnati,3,67,583,182,68,35,.438,.340,.676,8.7,2.7,1.0,0.5,0.8,.062,-3.4,-0.2
32,32,HOU,Steve Novak,Marquette University,10,459,5635,2172,588,132,.438,.431,.877,12.3,4.7,1.3,0.3,14.5,.124,-0.9,1.6
33,33,ATL,Solomon Jones,University of South Florida,8,281,3092,839,654,99,.467,.111,.717,11.0,3.0,2.3,0.4,5.0,.078,-2.9,-0.7
34,34,LAC,Paul Davis,Michigan State University,4,82,702,217,158,32,.402,.000,.732,8.6,2.6,1.9,0.4,0.5,.035,-4.7,-0.5
35,35,TOR,P.J. Tucker,University of Texas at Austin,5,337,9406,2661,1916,552,.436,.349,.747,27.9,7.9,5.7,1.6,17.5,.089,1.0,7.1
36,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,.553,.037,.661,16.9,7.6,3.9,0.8,16.0,.113,-1.5,0.9
37,37,MIN,Bobby Jones,University of Washington,2,91,867,288,149,44,.442,.306,.685,9.5,3.2,1.6,0.5,1.1,.060,-3.5,-0.3
38,38,GSW,Kosta Perovic,,1,7,38,10,13,1,.300,,.667,5.4,1.4,1.9,0.1,0.0,.060,-6.7,0.0
39,39,MIL,David Noel,University of North Carolina,1,68,792,184,123,65,.367,.321,.860,11.6,2.7,1.8,1.0,0.4,.024,-3.4,-0.3
40,40,SEA,Denham Brown,University of Connecticut,,,,,,,,,,,,,,,,,
41,41,ORL,James Augustine,University of Illinois at Urbana-Champaign,2,27,156,42,33,4,.514,,.500,5.8,1.6,1.2,0.1,0.3,.101,-2.2,0.0
42,42,CLE,Daniel Gibson,University of Texas at Austin,7,397,9316,3115,792,775,.402,.407,.780,23.5,7.8,2.0,2.0,16.0,.082,-1.0,2.3
43,43,NOK,Marcus Vinicius,,2,26,172,50,19,7,.457,.421,.556,6.6,1.9,0.7,0.3,0.2,.056,-3.6,-0.1
44,44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,
45,45,IND,Alexander Johnson,Florida State University,2,102,1302,439,275,30,.517,,.672,12.8,4.3,2.7,0.3,1.5,.056,-4.3,-0.7
46,46,UTA,Dee Brown,University of Illinois at Urbana-Champaign,2,68,711,140,69,119,.340,.250,.643,10.5,2.1,1.0,1.8,0.1,.008,-4.1,-0.4
47,47,UTA,Paul Millsap,Louisiana Tech University,10,768,22340,10644,5721,1670,.499,.334,.732,29.1,13.9,7.4,2.2,73.1,.157,3.5,30.8
48,48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,
49,49,DEN,Leon Powe,University of California,5,239,3320,1484,911,78,.515,.000,.682,13.9,6.2,3.8,0.3,12.0,.174,-2.3,-0.2
50,50,CHA,Ryan Hollins,University of California Los Angeles,10,518,6134,1913,1140,151,.584,.000,.649,11.8,3.7,2.2,0.3,10.4,.081,-2.6,-1.0
51,51,LAL,Cheikh Samb,,2,22,114,22,31,1,.250,.000,.444,5.2,1.0,1.4,0.0,-0.1,-.056,-9.2,-0.2
52,52,LAC,Guillermo Diaz,University of Miami,1,6,18,5,2,1,.250,.000,.600,3.0,0.8,0.3,0.2,0.0,.033,-5.9,0.0
53,53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,
54,54,NJN,Hassan Adams,University of Arizona,2,73,547,185,84,14,.534,.000,.643,7.5,2.5,1.2,0.2,0.8,.072,-4.4,-0.3
55,55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,
56,56,TOR,Edin Bavcic,,,,,,,,,,,,,,,,,,
57,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
58,58,DAL,J.R. Pinnock,George Washington University,,,,,,,,,,,,,,,,,
59,59,SAS,Damir Markota,,1,30,170,51,31,6,.365,.375,.636,5.7,1.7,1.0,0.2,-0.2,-.070,-9.0,-0.3
60,60,DET,Will Blalock,Iowa State University,1,14,166,25,15,17,.300,.200,1.000,11.9,1.8,1.1,1.2,-0.1,-.032,-5.7,-0.2
